Du ser nu i overensstemmelse med dit produkts omfang de første 5.000 svar. Dog skal det oplyses, at der foreligger flere svar. Ved hjælp af en produkt-opgradering kan der efter betalingsindgang opnås adgang til alle svar.  Respondenternes svar bliver altid gemt, også i tilfælde hvor det maksimale antal svar er opnået.";
"";
"_Svar-ID";"Resume-Code";"Start";"Dato og tid";"Deltagerstatus";"1. Hvor gammel er du?";"2. Er du mand eller kvinde?";"3. Hvilken form for by bor du i?";"4. Hvad er din civil status?";"5. Har du hjemmeboende børn?";"6. Har du bil?";"7. Har du en cykel?";"8. Hvilken form for transport bruger du mest når du skal rundt i egen by?";"9. Hvilken form for transport bruger du mest når du skal ud for egen by?";"10. Hvor langt har du til arbejde?";"11. Hvilken form for transport bruger du mest til og fra arbejde?";"12. Hvor langt har du til skole?";"13. Hvilken form for transport bruger du mest til og fra skole?";"14. Har parkerings muligheder indflydelse på dit valg af transport?";"15. Hvis det er en solskinsdag - vælg det udsagn der passer bedst";"16. Hvis det er en regnvejrsdag - vælg det udsagn der passer bedst";
"83297245";"b5dfc27";"04-05-2021 19:02";"04-05-2021 19:03";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 1-5 km";"Cykel";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83297575";"48b82c0";"04-05-2021 19:14";"04-05-2021 19:15";"deltaget og afsluttet";"45 - 60";"Kvinde";"Landet";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Over 40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83298134";"2d7c2fa";"04-05-2021 19:30";"04-05-2021 19:31";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Cykel";"Tog";"Mellem 25-40 km";"Tog";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler altid hvis afstanden passer til det";
"83298168";"ea6c392";"04-05-2021 19:31";"04-05-2021 19:32";"deltaget og afsluttet";"15 - 25";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Mellem 25-40 km";"Bil";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83298539";"fedf494";"04-05-2021 19:42";"04-05-2021 19:43";"deltaget og afsluttet";"36 - 45";"Mand";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 1-5 km";"Cykel";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83298626";"154d6c5";"04-05-2021 19:45";"04-05-2021 19:46";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Cykel";"Cykel";"Mellem 15-25 km";"Cykel";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83298695";"5fb41b9";"04-05-2021 19:47";"04-05-2021 19:48";"deltaget og afsluttet";"15 - 25";"Kvinde";"Storby";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Mellem 1-5 km";"Bil";"Mellem 15-25 km";"Bil";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83299029";"11edd86";"04-05-2021 19:56";"04-05-2021 19:58";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"Single";"nej";"ja";"ja";"Jeg går/løber";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler altid hvis afstanden passer til det";
"83299363";"16793dc";"04-05-2021 20:06";"04-05-2021 20:08";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"Single";"nej";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83299526";"4cddb73";"04-05-2021 20:11";"04-05-2021 20:13";"deltaget og afsluttet";"15 - 25";"Kvinde";"Forstad";"Single";"nej";"ja";"ja";"Bil";"Bil";"Over 40 km";"Bil";"Over 40 km";"Bil";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83299554";"b156707";"04-05-2021 20:12";"04-05-2021 20:13";"deltaget og afsluttet";"Over 60";"Mand";"Landet";"Single";"nej";"ja";"ja";"Cykel";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";
"83299572";"c775aad";"04-05-2021 20:13";"04-05-2021 20:14";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83299900";"44e9f9f";"04-05-2021 20:23";"04-05-2021 20:24";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler sjældent også selvom afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83300117";"7b48a98";"04-05-2021 20:28";"04-05-2021 20:30";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83300128";"933882c";"04-05-2021 20:29";"04-05-2021 20:30";"deltaget og afsluttet";"26 - 35";"Kvinde";"Forstad";"I forhold";"ja";"ja";"nej";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83300160";"16ea1db";"04-05-2021 20:29";"04-05-2021 20:32";"deltaget og afsluttet";"Over 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"nej";"Bil";"Bil";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83300535";"e1e1fc5";"04-05-2021 20:43";"04-05-2021 20:44";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83300981";"fd35ad4";"04-05-2021 20:54";"04-05-2021 20:56";"deltaget og afsluttet";"Under 15";"Kvinde";"Forstad";"Single";"nej";"nej";"ja";"Cykel";"Bil";"Mellem 1-5 km";"Cykel";"Mellem 1-5 km";"Cykel";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler altid hvis afstanden passer til det";
"83300996";"4c60885";"04-05-2021 20:56";"04-05-2021 20:56";"deltaget og afsluttet";"36 - 45";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83301400";"57be49c";"04-05-2021 21:07";"04-05-2021 21:09";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 5-15 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83301800";"fefff29";"04-05-2021 21:22";"04-05-2021 21:23";"deltaget og afsluttet";"15 - 25";"Kvinde";"Landet";"I forhold";"nej";"ja";"nej";"Bil";"Bil";"Over 40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83301886";"bcf1ea6";"04-05-2021 21:24";"04-05-2021 21:25";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Cykel";"Bil";"Mellem 5-15 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83302374";"038d76a";"04-05-2021 21:40";"04-05-2021 21:42";"deltaget og afsluttet";"Over 60";"Kvinde";"Forstad";"I forhold";"nej";"ja";"nej";"Bil";"Bil";"Jeg har ikke noget arbejde";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83302441";"e56f278";"04-05-2021 21:43";"04-05-2021 21:44";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Jeg arbejdeder kun hjemmefra";"Andet";"Jeg går ikke i skole";"Andet";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83303147";"75cfa80";"04-05-2021 22:08";"04-05-2021 22:10";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Jeg går/løber";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg går eller cykler sjældent også selvom afstanden passer til det";
"83303348";"6a91d9b";"04-05-2021 22:17";"04-05-2021 22:18";"deltaget og afsluttet";"15 - 25";"Kvinde";"Forstad";"I forhold";"nej";"nej";"nej";"Bil";"Tog";"Mellem 1-5 km";"Bil";"Mellem 1-5 km";"Bil";"Nej";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83304252";"0a3486e";"04-05-2021 22:54";"04-05-2021 22:55";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"I forhold";"ja";"ja";"ja";"Jeg går/løber";"Bil";"Jeg arbejdeder kun hjemmefra";"Bil";"Under 1 km";"Jeg går/løber";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg går eller cykler altid hvis afstanden passer til det";
"83305154";"54120b9";"04-05-2021 23:58";"05-05-2021 00:00";"deltaget og afsluttet";"15 - 25";"Kvinde";"Forstad";"I forhold";"nej";"nej";"nej";"Jeg går/løber";"Bus";"Mellem 5-15 km";"Bus";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83305275";"eb0f11a";"05-05-2021 00:08";"05-05-2021 00:10";"deltaget og afsluttet";"26 - 35";"Kvinde";"Forstad";"I forhold";"ja";"ja";"nej";"Bil";"Bil";"Under 1 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83305466";"8c7d8bb";"05-05-2021 00:26";"05-05-2021 00:27";"deltaget og afsluttet";"15 - 25";"Kvinde";"Storby";"I forhold";"nej";"ja";"ja";"Cykel";"Bil";"Mellem 1-5 km";"Cykel";"Under 1 km";"Cykel";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83307187";"ae714fd";"05-05-2021 05:01";"05-05-2021 05:03";"deltaget og afsluttet";"Over 60";"Kvinde";"Forstad";"Single";"nej";"ja";"nej";"Bil";"Bil";"Mellem 5-15 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83307654";"4e61a8f";"05-05-2021 06:36";"05-05-2021 06:39";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"nej";"Bil";"Bil";"Over 40 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Nej";"Jeg går eller cykler sjældent også selvom afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83307818";"3bd6f30";"05-05-2021 06:53";"05-05-2021 06:55";"deltaget og afsluttet";"26 - 35";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Jeg går/løber";"Bil";"Mellem 5-15 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83307873";"5d109fc";"05-05-2021 06:59";"05-05-2021 07:00";"deltaget og afsluttet";"45 - 60";"Kvinde";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Jeg arbejdeder kun hjemmefra";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83308558";"57fda7a";"05-05-2021 07:38";"05-05-2021 07:40";"deltaget og afsluttet";"45 - 60";"Kvinde";"Landet";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 15-25 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler altid hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83309549";"5ff77c0";"05-05-2021 08:14";"05-05-2021 08:16";"deltaget og afsluttet";"Over 60";"Mand";"Forstad";"I forhold";"nej";"ja";"ja";"Bil";"Bil";"Under 1 km";"Jeg går/løber";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg går eller cykler en gang imellem hvis afstanden passer til det";"Jeg tager stort set altid tog, bus eller bil";
"83310043";"2c04a6c";"05-05-2021 08:31";"05-05-2021 08:32";"deltaget og afsluttet";"Over 60";"Mand";"Forstad";"I forhold";"ja";"ja";"nej";"Bil";"Bil";"Mellem 5-15 km";"Bil";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83310059";"d424925";"05-05-2021 08:30";"05-05-2021 08:32";"deltaget og afsluttet";"Over 60";"Mand";"Forstad";"I forhold";"nej";"ja";"nej";"Bil";"Bil";"Jeg arbejdeder kun hjemmefra";"Jeg har ikke noget arbejde";"Jeg går ikke i skole";"Jeg går ikke i skole";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83311995";"5cfa71e";"05-05-2021 09:23";"05-05-2021 09:25";"deltaget og afsluttet";"45 - 60";"Kvinde";"Landet";"Single";"ja";"ja";"ja";"Bil";"Bil";"Jeg arbejdeder kun hjemmefra";"Andet";"Mellem 5-15 km";"Bil";"Ja";"Jeg tager stort set altid tog, bus eller bil";"Jeg tager stort set altid tog, bus eller bil";
"83313368";"9edb2cd";"05-05-2021 09:59";"05-05-2021 10:00";"deltaget og afsluttet";"45 - 60";"Mand";"Forstad";"I forhold";"ja";"ja";"ja";"Bil";"Bil";"Mellem 25-40 km";"Bil";"";"";"";"";"";
"83316491";"6947ad4";"05-05-2021 11:07";"05-05-2021 11:11";"deltaget og afsluttet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"83316996";"67d54ca";"05-05-2021 11:20";"05-05-2021 11:22";"deltaget og afsluttet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"83317879";"70fc4f3";"05-05-2021 11:36";"05-05-2021 11:38";"deltaget og afsluttet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"83317982";"9947e3a";"05-05-2021 11:38";"05-05-2021 11:40";"deltaget og afsluttet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"83318930";"a4212c3";"05-05-2021 11:55";"05-05-2021 11:57";"deltaget og afsluttet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"83322384";"53d4a62";"05-05-2021 12:54";"05-05-2021 12:56";"deltaget og afsluttet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"83323517";"569e64c";"05-05-2021 13:15";"05-05-2021 13:17";"deltaget, men endnu ikke afsluttet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"83323859";"30a3a3e";"05-05-2021 13:23";"05-05-2021 13:25";"deltaget og afsluttet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"83328585";"7e4971c";"05-05-2021 14:52";"05-05-2021 14:53";"deltaget og afsluttet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"";
Du ser nu i overensstemmelse med dit produkts omfang de første 5.000 svar. Dog skal det oplyses, at der foreligger flere svar. Ved hjælp af en produkt-opgradering kan der efter betalingsindgang opnås adgang til alle svar.  Respondenternes svar bliver altid gemt, også i tilfælde hvor det maksimale antal svar er opnået.";
